song_title,musical,subsection,year,composer,lyricist,lexical_richness,lexical_density,most_used_words,go_neutral,go_approval,go_excitement,go_curiosity,go_joy,go_admiration,go_confusion,go_realization,go_optimism,go_caring,go_love,go_desire,go_annoyance,go_surprise,go_amusement,go_relief,go_disapproval,go_pride,go_anger,go_disappointment,go_fear,go_nervousness,go_disgust,go_gratitude,go_sadness,go_embarrassment,go_grief,go_remorse
Who Wants to Live Forever,We Will Rock You,Act 2,2002,Queen,Queen,0.4519,0.437,"forever, want, live, galileo, scaramouche",0.7716,0.0147,0.0025,0.066,0.0018,0.0012,0.0385,0.0113,0.005,0.003,0.0309,0.0117,0.0068,0.0034,0.001,0.0004,0.0055,0.0002,0.0023,0.0261,0.0027,0.0015,0.0019,0.0003,0.0301,0.0008,0.0015,0.0013
Flash,We Will Rock You,Act 2,2002,Queen,Queen,0.4955,0.4227,"sea, flash, aah, seven, rhye",0.3117,0.0966,0.0233,0.0039,0.0238,0.0109,0.002,0.0044,0.0749,0.1602,0.1514,0.0459,0.0198,0.0017,0.0024,0.0015,0.0041,0.0014,0.0786,0.0023,0.0599,0.0019,0.005,0.002,0.0032,0.001,0.0008,0.0008
Seven Seas of Rhye,We Will Rock You,Act 2,2002,Queen,Queen,0.5893,0.4524,"seven, sea, rhye, survive, fear",0.6273,0.0704,0.0081,0.0026,0.0076,0.0066,0.002,0.0078,0.0565,0.0324,0.006,0.0168,0.0251,0.0011,0.0024,0.0015,0.0033,0.0017,0.128,0.0022,0.0243,0.0013,0.0055,0.0017,0.0038,0.0009,0.0008,0.0007
Fat Bottomed Girls,We Will Rock You,Act 2,2002,Queen,Queen,0.3891,0.5256,"oh, fat, girl, hey, go",0.2757,0.0884,0.0255,0.0417,0.0843,0.3717,0.0054,0.0117,0.004,0.0049,0.0154,0.0026,0.0194,0.0034,0.0048,0.0135,0.0079,0.008,0.0038,0.0495,0.001,0.0017,0.0015,0.0016,0.0164,0.0014,0.0019,0.0007
Don't Stop Me Now,We Will Rock You,Act 2,2002,Queen,Queen,0.6885,0.5574,"good, time, stop, have, killer",0.0575,0.0299,0.2857,0.0032,0.7588,0.0228,0.0029,0.0065,0.006,0.0039,0.0063,0.0036,0.0062,0.0048,0.0316,0.0092,0.0037,0.0049,0.0021,0.0017,0.0008,0.0018,0.0008,0.0038,0.0015,0.0009,0.0006,0.0004
Another One Bites the Dust,We Will Rock You,Act 2,2002,Queen,Queen,0.2544,0.3846,"bite, dust, go, hey, sound",0.8184,0.0361,0.0044,0.0473,0.003,0.0017,0.0144,0.0117,0.0067,0.0064,0.0011,0.0016,0.0402,0.0018,0.0034,0.0006,0.0039,0.0003,0.0247,0.0031,0.0015,0.0007,0.002,0.0006,0.0019,0.0007,0.0004,0.0003
Hammer to Fall,We Will Rock You,Act 2,2002,Queen,Queen,0.453,0.4316,"hammer, fall, galileo, scaramouche, time",0.8666,0.0217,0.0033,0.0031,0.003,0.0015,0.0039,0.0182,0.0045,0.0036,0.0008,0.0015,0.0677,0.002,0.0024,0.0007,0.0068,0.0004,0.0462,0.004,0.0013,0.0007,0.0021,0.0014,0.0025,0.0009,0.0005,0.0005
Thesew Are the Days of Our Live,We Will Rock You,Act 2,2002,Queen,Queen,0.4398,0.463,"day, pop, life, thing, know",0.2301,0.0421,0.0402,0.0375,0.3017,0.0138,0.0217,0.0461,0.0115,0.0042,0.0047,0.0241,0.0476,0.0038,0.0502,0.015,0.0256,0.0023,0.0046,0.1864,0.0018,0.0061,0.0024,0.0015,0.0597,0.0039,0.0024,0.0027
Bicycle Race,We Will Rock You,Act 2,2002,Queen,Queen,0.3197,0.4694,"bicycle, want, ride, race, bike",0.3246,0.0287,0.0073,0.0056,0.0038,0.0017,0.0046,0.009,0.0075,0.0018,0.0069,0.2784,0.1097,0.0014,0.0039,0.0006,0.1426,0.0006,0.019,0.0248,0.0011,0.0009,0.0087,0.0004,0.0039,0.0014,0.0005,0.0008
Brighton Rock,We Will Rock You,Act 2,2002,Queen,Queen,1.0,0.75,"instrumental, update, january",0.8376,0.0125,0.0204,0.0032,0.0149,0.0012,0.0061,0.0553,0.0065,0.001,0.0012,0.003,0.0034,0.0072,0.0053,0.0028,0.0011,0.001,0.0007,0.0039,0.0021,0.0019,0.0013,0.0105,0.0041,0.0014,0.001,0.0011
Tie Your Mother Down,We Will Rock You,Act 2,2002,Queen,Queen,0.4643,0.442,"tie, mother, get, to, right",0.5843,0.0156,0.0012,0.0028,0.0022,0.002,0.0023,0.006,0.004,0.0321,0.0742,0.0064,0.0996,0.0007,0.001,0.0007,0.0881,0.0004,0.1298,0.0179,0.0022,0.0014,0.0159,0.0007,0.0249,0.0013,0.0013,0.0013
We Will Rock You,We Will Rock You,Act 2,2002,Queen,Queen,0.2165,0.3937,"big, rock, man, buddy, go",0.3901,0.0304,0.0453,0.0018,0.0127,0.0254,0.0007,0.0033,0.0769,0.0223,0.0369,0.013,0.1414,0.0015,0.0065,0.0007,0.0064,0.0017,0.0649,0.0106,0.0015,0.0005,0.0116,0.0011,0.0043,0.0023,0.0005,0.0006
We Are the Champions,We Will Rock You,Act 2,2002,Queen,Queen,0.4034,0.395,"champion, time, friend, fighting, till",0.3639,0.3253,0.0172,0.0004,0.0218,0.2493,0.0004,0.0281,0.0226,0.0079,0.0029,0.0045,0.0172,0.0009,0.0011,0.0066,0.004,0.0234,0.0033,0.0066,0.0012,0.0006,0.0021,0.0034,0.0033,0.0015,0.0008,0.0009
We Will Rock You (fast version),We Will Rock You,Encore,2002,Queen,Queen,1.0,0.75,"instrumental, update, january",0.8376,0.0125,0.0204,0.0032,0.0149,0.0012,0.0061,0.0553,0.0065,0.001,0.0012,0.003,0.0034,0.0072,0.0053,0.0028,0.0011,0.001,0.0007,0.0039,0.0021,0.0019,0.0013,0.0105,0.0041,0.0014,0.001,0.0011
Bohemian Rhapsody,We Will Rock You,Encore,2002,Queen,Queen,0.3783,0.4282,"galileo, let, chorus, mama, matter",0.5612,0.0126,0.0025,0.0022,0.0024,0.0012,0.0028,0.0153,0.0038,0.0065,0.0033,0.0227,0.04,0.0043,0.002,0.0012,0.0256,0.0005,0.0237,0.045,0.059,0.0091,0.0083,0.0005,0.2918,0.0029,0.0081,0.0026
It's Your Wedding Day,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.3639,0.358,"robbie, love, wedding, play, day",0.3007,0.0752,0.1034,0.0021,0.0992,0.0093,0.0013,0.006,0.02,0.012,0.3759,0.051,0.0031,0.0022,0.0026,0.0024,0.0014,0.0018,0.0018,0.0018,0.0011,0.001,0.0009,0.0034,0.0026,0.0004,0.0007,0.0009
Someday,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.4119,0.4388,"julia, know, need, someday, love",0.2881,0.0384,0.0264,0.0023,0.1483,0.0817,0.0018,0.0138,0.0418,0.0093,0.3678,0.1072,0.0071,0.0024,0.0067,0.0025,0.0032,0.0026,0.003,0.0267,0.0019,0.0024,0.0018,0.0012,0.0635,0.0011,0.0021,0.0032
A Note From Linda,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.6345,0.4069,"dot, love, robbie, linda, dear",0.1529,0.0454,0.0027,0.0019,0.0093,0.0138,0.0153,0.4204,0.2983,0.0781,0.3803,0.1117,0.0167,0.0091,0.0088,0.0053,0.0217,0.0028,0.0041,0.0423,0.0021,0.0029,0.003,0.0082,0.0144,0.0157,0.0027,0.011
Pop!,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.4128,0.445,"question, holly, pop, love, glen",0.7252,0.0889,0.0082,0.0526,0.0036,0.0051,0.0307,0.0118,0.0066,0.0037,0.0844,0.0063,0.0077,0.0079,0.0022,0.0007,0.0088,0.0004,0.0019,0.014,0.0036,0.002,0.0019,0.0004,0.012,0.001,0.0007,0.0007
Somebody Kill Me,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.6,0.4083,"kill, know, feel, hope, somebody",0.0477,0.0101,0.006,0.0051,0.037,0.0047,0.0034,0.0117,0.2502,0.0095,0.0507,0.1472,0.075,0.0064,0.1322,0.0019,0.0146,0.0019,0.0513,0.0652,0.0169,0.0077,0.0214,0.0017,0.3304,0.003,0.0113,0.0045
A Note From Grandma,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.6458,0.4375,"dot, love, robbie, linda, cramp",0.1401,0.0298,0.0023,0.0015,0.0083,0.0058,0.0083,0.4034,0.145,0.034,0.3957,0.1154,0.0194,0.0074,0.0079,0.0046,0.0173,0.002,0.0053,0.0743,0.0027,0.0044,0.0041,0.0038,0.0489,0.0199,0.0038,0.0172
Casualty of Love,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.4329,0.4698,"love, casualty, robbie, looser, girl",0.1982,0.0428,0.0021,0.0126,0.0082,0.0036,0.0057,0.0179,0.0084,0.0099,0.711,0.0183,0.0252,0.0025,0.0205,0.0007,0.0116,0.0004,0.014,0.0312,0.0023,0.0017,0.0073,0.0006,0.0612,0.0021,0.0021,0.0041
Come Out of the Dumpster,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.4609,0.4922,"dumpster, robbie, julia, come, try",0.4894,0.0695,0.0059,0.1253,0.0034,0.0037,0.0543,0.0201,0.0172,0.0114,0.0022,0.0046,0.1141,0.0211,0.0014,0.0016,0.0371,0.0006,0.0984,0.0343,0.0017,0.0019,0.0075,0.0006,0.0136,0.0023,0.001,0.0013
Today You Are a Man,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.5159,0.3885,"robbie, boy, band, man, today",0.8277,0.0128,0.0104,0.0047,0.0115,0.0047,0.01,0.0128,0.0021,0.0014,0.0015,0.0017,0.0788,0.004,0.0034,0.001,0.0326,0.0011,0.0103,0.0115,0.0046,0.001,0.0207,0.0015,0.0031,0.0048,0.0007,0.0005
George's Prayer,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.7407,0.4815,"amen, oh, oo, hoo, george",0.6078,0.229,0.0694,0.0037,0.0239,0.0141,0.0022,0.0143,0.003,0.001,0.003,0.0011,0.0041,0.004,0.0087,0.0026,0.0021,0.002,0.0007,0.0012,0.0007,0.0005,0.0014,0.0019,0.0005,0.0008,0.0003,0.0002
Not That Kind of Thing,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.3789,0.3969,"robbie, julia, spoken, tell, hold",0.488,0.1024,0.006,0.0165,0.0033,0.1515,0.0087,0.0303,0.0127,0.0638,0.0046,0.0029,0.0375,0.0281,0.0031,0.0019,0.0916,0.0012,0.0059,0.0139,0.0765,0.0036,0.0036,0.0011,0.0058,0.0024,0.001,0.0009
Saturday Night in the City,Wedding Singer,Act 1,2006,Matthew Sklar,Chad Beguelin,0.3933,0.4249,"night, saturday, glen, holly, city",0.3908,0.0586,0.1688,0.0662,0.0937,0.0248,0.0128,0.0446,0.0711,0.0089,0.0107,0.0099,0.0072,0.0646,0.0078,0.0046,0.0262,0.0014,0.0014,0.0076,0.0021,0.0026,0.0015,0.0014,0.003,0.0022,0.0008,0.0006
All About the Green,Wedding Singer,Act 2,2006,Matthew Sklar,Chad Beguelin,0.3712,0.3136,"glen, suit, wanna, somebody, green",0.779,0.0496,0.0069,0.0709,0.0022,0.0622,0.0189,0.0068,0.0105,0.0025,0.0019,0.042,0.0053,0.0016,0.0022,0.0004,0.0031,0.0003,0.0013,0.0021,0.0008,0.0004,0.001,0.0005,0.0011,0.0003,0.0003,0.0004
Someday (Reprise),Wedding Singer,Act 2,2006,Matthew Sklar,Chad Beguelin,0.6744,0.3953,"someday, right, julia, hope, love",0.1001,0.0387,0.0113,0.1472,0.0077,0.005,0.046,0.0106,0.6854,0.0361,0.2751,0.2146,0.0031,0.0052,0.003,0.0009,0.005,0.0005,0.0025,0.0057,0.0058,0.0024,0.0015,0.0025,0.0038,0.0006,0.001,0.0058
Right in Front of Your Eyes,Wedding Singer,Act 2,2006,Matthew Sklar,Chad Beguelin,0.4363,0.4167,"want, day, right, eye, face",0.2485,0.0125,0.0247,0.3948,0.0107,0.0047,0.0529,0.0324,0.0118,0.0021,0.0021,0.0036,0.0193,0.3362,0.0071,0.0011,0.0032,0.0004,0.0042,0.0072,0.0027,0.0027,0.0014,0.0005,0.002,0.0021,0.0009,0.0007
Single,Wedding Singer,Act 2,2006,Matthew Sklar,Chad Beguelin,0.3964,0.3831,"sammy, single, george, guy, bum",0.5493,0.025,0.0021,0.0011,0.0082,0.0026,0.0051,0.0139,0.0104,0.0104,0.0107,0.0029,0.0996,0.0016,0.0042,0.0024,0.1496,0.0008,0.0154,0.0404,0.0014,0.0009,0.006,0.1602,0.0108,0.0024,0.0011,0.0027
If I Told You,Wedding Singer,Act 2,2006,Matthew Sklar,Chad Beguelin,0.463,0.412,"tell, search, turn, hold, well",0.6697,0.0135,0.0009,0.0674,0.0008,0.001,0.2214,0.0123,0.0172,0.0036,0.0035,0.0078,0.022,0.002,0.0013,0.0003,0.0226,0.0001,0.0032,0.0336,0.0019,0.0015,0.0017,0.0003,0.0066,0.0009,0.0005,0.0013
Let Me Come Home,Wedding Singer,Act 2,2006,Matthew Sklar,Chad Beguelin,0.3702,0.5277,"come, let, home, baby, linda",0.6389,0.0709,0.016,0.0017,0.0642,0.0104,0.0023,0.0611,0.0078,0.0063,0.0267,0.0091,0.0152,0.003,0.009,0.0042,0.0154,0.002,0.0017,0.0145,0.0017,0.0017,0.0017,0.0015,0.0112,0.0023,0.0012,0.0033
If I Told You (Reprise),Wedding Singer,Act 2,2006,Matthew Sklar,Chad Beguelin,0.4819,0.3675,"wonder, robbie, tell, rosie, go",0.0579,0.007,0.0648,0.4753,0.0084,0.0097,0.0484,0.0173,0.0219,0.0047,0.015,0.013,0.0051,0.4968,0.0041,0.0015,0.0031,0.0005,0.0019,0.0152,0.0125,0.008,0.0016,0.0011,0.0109,0.0025,0.0026,0.0017
Move That Thang,Wedding Singer,Act 2,2006,Matthew Sklar,Chad Beguelin,0.4178,0.4638,"george, rosie, late, rap, sung",0.6881,0.0377,0.0056,0.0111,0.0058,0.0038,0.01,0.0324,0.0063,0.0091,0.0032,0.0017,0.0247,0.0053,0.0057,0.0022,0.0102,0.001,0.0028,0.0772,0.0703,0.0072,0.0049,0.0013,0.0228,0.1055,0.0018,0.0076
Grow Old With You,Wedding Singer,Act 2,2006,Matthew Sklar,Chad Beguelin,0.4463,0.4633,"old, grow, let, wanna, oh",0.1626,0.0244,0.0053,0.0057,0.0086,0.0086,0.0017,0.0066,0.0445,0.1361,0.0998,0.5912,0.0092,0.0008,0.0026,0.0022,0.0043,0.001,0.003,0.0148,0.0018,0.0028,0.0034,0.0041,0.1182,0.0008,0.0047,0.0103
It's Your Wedding Day (Finale),Wedding Singer,Act 2,2006,Matthew Sklar,Chad Beguelin,0.4857,0.4393,"oh, wedding, impersonator, snap, robbie",0.4146,0.0795,0.0566,0.0248,0.0361,0.0137,0.0052,0.0227,0.0148,0.0068,0.4484,0.0111,0.0049,0.0055,0.0039,0.0023,0.0024,0.0018,0.0022,0.0052,0.0021,0.0013,0.0015,0.0048,0.0073,0.0012,0.0013,0.0011
Prologue,West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,1.0,0.75,"instrumental, update, january",0.8376,0.0125,0.0204,0.0032,0.0149,0.0012,0.0061,0.0553,0.0065,0.001,0.0012,0.003,0.0034,0.0072,0.0053,0.0028,0.0011,0.001,0.0007,0.0039,0.0021,0.0019,0.0013,0.0105,0.0041,0.0014,0.001,0.0011
Overture,West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,1.0,0.75,"instrumental, update, january",0.8376,0.0125,0.0204,0.0032,0.0149,0.0012,0.0061,0.0553,0.0065,0.001,0.0012,0.003,0.0034,0.0072,0.0053,0.0028,0.0011,0.001,0.0007,0.0039,0.0021,0.0019,0.0013,0.0105,0.0041,0.0014,0.001,0.0011
Jet Song,West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,0.4492,0.4363,"jet, action, riff, go, to",0.5991,0.0883,0.0545,0.0147,0.024,0.1724,0.0037,0.0067,0.0089,0.062,0.0038,0.0027,0.0187,0.0021,0.0037,0.003,0.0073,0.0037,0.004,0.0055,0.0015,0.0007,0.0017,0.0018,0.002,0.0006,0.0005,0.0004
Something's Coming,West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,0.4792,0.4115,"come, know, soon, reach, block",0.1159,0.1626,0.1895,0.1518,0.0241,0.1092,0.0897,0.0177,0.3014,0.0092,0.0075,0.0358,0.0021,0.033,0.003,0.0025,0.0046,0.0023,0.0009,0.0031,0.0048,0.0033,0.0008,0.0014,0.0015,0.0005,0.0006,0.0006
Dance at the Gym,West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,0.5572,0.393,"maria, tony, bernardo, cha, know",0.8174,0.0354,0.0026,0.0439,0.002,0.0011,0.0653,0.0391,0.0043,0.0009,0.0008,0.0011,0.0152,0.0125,0.0059,0.0006,0.0159,0.0002,0.0018,0.0057,0.0014,0.0009,0.0014,0.0003,0.0016,0.0014,0.0004,0.0003
Maria,West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,0.49,0.46,"maria, sound, beautiful, hear, girl",0.0208,0.0423,0.1827,0.0025,0.1102,0.7069,0.0019,0.0103,0.009,0.0041,0.1567,0.0041,0.0026,0.0289,0.0029,0.0022,0.0023,0.0083,0.0016,0.0022,0.0019,0.001,0.001,0.0078,0.002,0.0006,0.0009,0.0004
Balcony Scene (Tonight),West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,0.3681,0.4141,"maria, tony, tonight, world, go",0.484,0.0528,0.0864,0.0061,0.0274,0.0106,0.0025,0.0154,0.0205,0.0827,0.0953,0.0075,0.005,0.0303,0.0021,0.0054,0.0021,0.002,0.0021,0.0064,0.0061,0.0033,0.0012,0.0382,0.0139,0.0007,0.0016,0.001
America,West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,0.4558,0.3776,"america, rosalia, anita, island, like",0.4901,0.0948,0.0232,0.041,0.0307,0.0958,0.0082,0.008,0.0061,0.0024,0.2546,0.0037,0.0068,0.0021,0.003,0.0009,0.003,0.0011,0.0024,0.0046,0.001,0.0005,0.0023,0.0008,0.0021,0.0005,0.0004,0.0004
Cool,West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,0.6463,0.5854,"boy, cool, crazy, man, yo",0.5132,0.1237,0.0233,0.0034,0.0325,0.0487,0.0036,0.0289,0.0408,0.2586,0.0048,0.0036,0.0063,0.0033,0.006,0.0071,0.0031,0.0031,0.0015,0.0027,0.0016,0.0016,0.0009,0.0051,0.003,0.0009,0.0008,0.0008
"One Hand, One Heart",West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,0.3438,0.4313,"maria, tony, life, thee, death",0.8977,0.0271,0.0046,0.0014,0.0075,0.0028,0.0034,0.0345,0.0045,0.0036,0.0212,0.0038,0.0042,0.0016,0.0023,0.0019,0.0094,0.0007,0.0032,0.0058,0.0022,0.001,0.002,0.0018,0.0085,0.0008,0.0014,0.001
Tonight (quintet),West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,0.2773,0.4104,"tonight, go, to, riff, tony",0.6459,0.063,0.104,0.0138,0.0386,0.0115,0.0034,0.0109,0.0351,0.0053,0.0669,0.0105,0.0041,0.0036,0.0049,0.0014,0.0014,0.0014,0.0013,0.0015,0.001,0.0006,0.0007,0.0011,0.0008,0.0004,0.0003,0.0003
Rumble,West Side Story,Act 1,1957,Leonard Bernstein,Stephen Sondheim,0.6064,0.3936,"bernardo, tony, riff, knife, gang",0.549,0.0523,0.0085,0.008,0.0104,0.0046,0.1579,0.2267,0.0053,0.0035,0.0037,0.0026,0.0088,0.0159,0.0071,0.0056,0.0046,0.0016,0.0036,0.0073,0.1048,0.0623,0.0038,0.0018,0.0121,0.005,0.0025,0.0023
I Feel Pretty,West Side Story,Act 2,1957,Leonard Bernstein,Stephen Sondheim,0.3944,0.4503,"pretty, feel, girl, maria, la",0.0475,0.0456,0.0441,0.0834,0.1152,0.4494,0.0251,0.0105,0.0053,0.0052,0.3293,0.0031,0.0221,0.0247,0.0059,0.0023,0.0603,0.0028,0.0077,0.0158,0.0022,0.0018,0.0029,0.0038,0.0079,0.0015,0.0013,0.0011
Somewhere,West Side Story,Act 2,1957,Leonard Bernstein,Stephen Sondheim,0.4149,0.4681,"time, place, day, find, way",0.7388,0.0516,0.0061,0.0036,0.0067,0.0026,0.0033,0.0161,0.0666,0.1184,0.006,0.0491,0.0028,0.0011,0.0022,0.0027,0.0019,0.0007,0.0007,0.0024,0.002,0.0016,0.0008,0.0016,0.0039,0.0004,0.0009,0.0013
"Gee, Officer Krupke!",West Side Story,Act 2,1957,Leonard Bernstein,Stephen Sondheim,0.357,0.4554,"good, action, krupke, sick, social",0.4354,0.0399,0.0022,0.0033,0.0044,0.014,0.0033,0.0186,0.0037,0.0064,0.0016,0.0021,0.1793,0.0013,0.0018,0.0023,0.1008,0.001,0.0252,0.16,0.0024,0.004,0.0141,0.0007,0.0967,0.0036,0.0021,0.0016
Boy Like That I Have a Love,West Side Story,Act 2,1957,Leonard Bernstein,Stephen Sondheim,0.2945,0.3896,"love, boy, know, anita, heart",0.1164,0.1014,0.0049,0.0157,0.0066,0.2908,0.0395,0.0134,0.0178,0.034,0.4088,0.0087,0.0452,0.0031,0.001,0.0014,0.1598,0.0024,0.033,0.0162,0.0029,0.0014,0.0041,0.0037,0.0083,0.0013,0.0012,0.0017
Finale,West Side Story,Act 2,1957,Leonard Bernstein,Stephen Sondheim,0.6923,0.4615,"maria, hold, hand, halfway, tony",0.8991,0.0148,0.0227,0.0023,0.0188,0.0019,0.0027,0.0083,0.0042,0.0037,0.0261,0.0069,0.0026,0.0028,0.0047,0.001,0.0011,0.0008,0.0023,0.0021,0.0034,0.0012,0.0016,0.0016,0.0035,0.0008,0.0011,0.0009
The New Ashmolean Marching Society And Students' Conservatory Band,Where's Charley?,Act 1,1948,Frank Loesser,Frank Loesser,0.4803,0.3622,"new, ashmolean, marching, society, student",0.4629,0.267,0.0865,0.0019,0.1503,0.0866,0.0026,0.0228,0.012,0.0036,0.0067,0.0036,0.0057,0.0058,0.0039,0.0123,0.0034,0.0274,0.0014,0.0026,0.0015,0.0017,0.001,0.0028,0.0013,0.0011,0.0008,0.0004
"My Darling, My Darling",Where's Charley?,Act 1,1948,Frank Loesser,Frank Loesser,0.5487,0.4336,"darling, kiss, till, moment, ago",0.4007,0.0417,0.0089,0.0014,0.022,0.007,0.0014,0.0165,0.0051,0.0115,0.3202,0.1623,0.0062,0.0022,0.0015,0.0026,0.0029,0.0016,0.0023,0.0181,0.0018,0.0022,0.003,0.0018,0.0765,0.0012,0.0034,0.0039
The Woman In His Room,Where's Charley?,Act 1,1948,Frank Loesser,Frank Loesser,0.2882,0.4686,"woman, boy, picture, charley, girl",0.2257,0.0847,0.0144,0.0408,0.0071,0.3766,0.0403,0.0324,0.0068,0.005,0.0267,0.0025,0.018,0.1354,0.0034,0.0015,0.0077,0.0033,0.0046,0.045,0.03,0.0043,0.0086,0.0019,0.0396,0.0423,0.0026,0.0066
Once In Love With Amy,Where's Charley?,Act 2,1948,Frank Loesser,Frank Loesser,0.3939,0.4485,"love, amy, stay, fickle, hearted",0.3657,0.043,0.004,0.0023,0.0082,0.0102,0.0034,0.0082,0.0109,0.0068,0.6673,0.0152,0.0038,0.0012,0.0017,0.0005,0.0028,0.0004,0.0025,0.0035,0.001,0.0005,0.0013,0.0011,0.0032,0.0004,0.0005,0.0012
Overture,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,1.0,0.75,"instrumental, update, january",0.8376,0.0125,0.0204,0.0032,0.0149,0.0012,0.0061,0.0553,0.0065,0.001,0.0012,0.003,0.0034,0.0072,0.0053,0.0028,0.0011,0.001,0.0007,0.0039,0.0021,0.0019,0.0013,0.0105,0.0041,0.0014,0.001,0.0011
Happy Holidays,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,0.4132,0.4463,"happy, holiday, christmas, merry, bell",0.0395,0.0148,0.4257,0.0119,0.2355,0.0181,0.0025,0.003,0.0992,0.1015,0.0138,0.1198,0.0031,0.0059,0.0052,0.0068,0.0014,0.003,0.0018,0.0014,0.0034,0.0035,0.001,0.0759,0.0039,0.0005,0.0014,0.0016
White Christmas,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,0.1969,0.399,"christmas, white, dream, day, merry",0.3631,0.0124,0.0742,0.0068,0.0473,0.0054,0.0034,0.0056,0.091,0.0223,0.0076,0.3422,0.0041,0.0024,0.0054,0.0022,0.0014,0.0011,0.0012,0.0022,0.003,0.0022,0.0013,0.009,0.0036,0.0004,0.0009,0.0012
Let Yourself Go,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,0.5344,0.5267,"let, come, listen, step, floor",0.8691,0.025,0.0035,0.086,0.005,0.0018,0.0256,0.0082,0.0045,0.0152,0.0021,0.0021,0.0104,0.0018,0.0022,0.0011,0.0071,0.0003,0.003,0.0031,0.0013,0.001,0.001,0.0004,0.0034,0.0006,0.0005,0.0005
Love and the Weather,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,0.6077,0.5,"love, weather, depend, day, go",0.1966,0.0533,0.0464,0.0035,0.0214,0.009,0.0038,0.1155,0.0119,0.0025,0.5155,0.0088,0.016,0.1549,0.0031,0.0025,0.0102,0.0016,0.0045,0.0812,0.0035,0.0022,0.004,0.0021,0.0314,0.004,0.0022,0.0034
Sisters,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,0.622,0.4331,"sister, come, thing, wear, man",0.7671,0.0287,0.0012,0.0007,0.0045,0.004,0.0011,0.0146,0.007,0.0233,0.0033,0.0055,0.0155,0.0007,0.0014,0.0031,0.0145,0.0009,0.0025,0.0574,0.0023,0.0033,0.0026,0.0017,0.1444,0.0016,0.0035,0.009
The Best Things Happen When You Are Dancing,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,0.7123,0.5205,"thing, dance, good, happen, come",0.1664,0.1795,0.0837,0.0019,0.54,0.054,0.0021,0.0131,0.0468,0.0095,0.0157,0.0053,0.0026,0.0016,0.0224,0.0134,0.0017,0.0058,0.0006,0.0011,0.0006,0.001,0.0005,0.0035,0.0009,0.0004,0.0005,0.0003
Snow,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,0.4172,0.4479,"snow, long, want, wash, hair",0.3743,0.0276,0.0366,0.0069,0.0156,0.0063,0.0028,0.0086,0.0353,0.0037,0.2091,0.3439,0.0083,0.003,0.0054,0.001,0.0024,0.0008,0.0027,0.0057,0.0031,0.0015,0.0036,0.0015,0.0044,0.0008,0.001,0.0011
What Can You do With A General,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,0.5266,0.4142,"general, job, stop, come, war",0.488,0.0096,0.0083,0.094,0.0189,0.0027,0.1971,0.02,0.0045,0.0015,0.0014,0.002,0.0508,0.0079,0.0053,0.0017,0.0285,0.0007,0.0039,0.2596,0.0017,0.0028,0.0026,0.0008,0.0518,0.0047,0.0015,0.0039
Let Me Sing and I AM Happy,White Christmas,Act 1,2000,Irving Berlin,Irving Berlin,0.4529,0.5,"song, let, happy, care, sing",0.2973,0.0275,0.0095,0.0025,0.5081,0.0054,0.0052,0.0613,0.0148,0.0342,0.0415,0.0146,0.0084,0.0024,0.0546,0.0134,0.0039,0.0021,0.0024,0.0086,0.0012,0.0037,0.0012,0.0037,0.0538,0.0016,0.0027,0.0036
